2016/12/5,12.7
2016/12/6,10.8
2016/12/7,7.5
2016/12/8,8.6
2016/12/9,11.1
2016/12/10,8.5
2016/12/11,6.8
2016/12/12,7
2016/12/13,9.4
2016/12/14,8.1
2016/12/15,6.2
2016/12/16,4.8
2016/12/17,6.7
2016/12/18,8.2
2016/12/19,10
2016/12/20,9.6
2016/12/21,10.5
2016/12/22,14.6
2016/12/23,14
2016/12/24,8.6
2016/12/25,6.6
2016/12/26,6.9
2016/12/27,11.1
2016/12/28,6
2016/12/29,4.3
2016/12/30,6
2016/12/31,6.3
2017/1/1,7.4
2017/1/2,7.2
2017/1/3,8
2017/1/4,8.5
2017/1/5,6.7
2017/1/6,4.5
2017/1/7,4.1
2017/1/8,3.9
2017/1/9,7.2
2017/1/10,8.1
2017/1/11,6.9
2017/1/12,6
2017/1/13,6.2
2017/1/14,2.4
2017/1/15,0.7
2017/1/16,3.2
2017/1/17,5.4
2017/1/18,5.8
2017/1/19,6.4
2017/1/20,3
2017/1/21,5.9
2017/1/22,6
2017/1/23,4
2017/1/24,2.5
2017/1/25,3.9
2017/1/26,4.6
2017/1/27,8.8
2017/1/28,8.4
2017/1/29,8
2017/1/30,11.2
2017/1/31,5.9
2017/2/1,6
2017/2/2,4.5
2017/2/3,7.4
2017/2/4,8.2
2017/2/5,7.2
2017/2/6,8.7
2017/2/7,5.6
2017/2/8,6.3
2017/2/9,2.4
2017/2/10,4.3
2017/2/11,4.1
2017/2/12,5
2017/2/13,6.3
2017/2/14,6.1
2017/2/15,6.5
2017/2/16,7.3
2017/2/17,13.2
2017/2/18,8.1
2017/2/19,6.2
2017/2/20,9.9
2017/2/21,6.1
2017/2/22,7
2017/2/23,12.4
2017/2/24,7.4
2017/2/25,7.5
2017/2/26,8.6
2017/2/27,6.2
2017/2/28,5.5
2017/3/1,6.4
2017/3/2,6.8
2017/3/3,8.7
2017/3/4,8.7
2017/3/5,10.4
2017/3/6,9.3
2017/3/7,6.6
2017/3/8,5.5
2017/3/9,7.5
2017/3/10,8.6
2017/3/11,7.9
2017/3/12,7.6
2017/3/13,8.8
2017/3/14,8.1
2017/3/15,5.4
2017/3/16,8.2
2017/3/17,9.5
2017/3/18,10.3
2017/3/19,12.2
2017/3/20,12.6
2017/3/21,9.1
2017/3/22,9.8
2017/3/23,9.7
2017/3/24,8.5
2017/3/25,7.8
2017/3/26,5.9
2017/3/27,5
2017/3/28,8.6
2017/3/29,9.1
2017/3/30,11.9
2017/3/31,8.8
2017/4/1,6.3
2017/4/2,8.7
2017/4/3,9.9
2017/4/4,11.2
2017/4/5,14.7
2017/4/6,16.7
2017/4/7,17.5
2017/4/8,15.3
2017/4/9,13.8
2017/4/10,10.4
2017/4/11,8.5
2017/4/12,14.3
2017/4/13,12.3
2017/4/14,15
2017/4/15,18.6
2017/4/16,18.9
2017/4/17,18.3
2017/4/18,20
2017/4/19,18
2017/4/20,15.7
2017/4/21,15.6
2017/4/22,14.3
2017/4/23,13.6
2017/4/24,14.5
2017/4/25,16
2017/4/26,16.9
2017/4/27,14.7
2017/4/28,15.9
2017/4/29,16.2
2017/4/30,17.8
2017/5/1,17.7
2017/5/2,16.6
2017/5/3,17.1
2017/5/4,18.1
2017/5/5,19.6
2017/5/6,21.7
2017/5/7,19.9
2017/5/8,20.8
2017/5/9,19.1
2017/5/10,16.3
2017/5/11,21
2017/5/12,21.6
2017/5/13,17.8
2017/5/14,17.8
2017/5/15,17.7
2017/5/16,18.9
2017/5/17,17.2
2017/5/18,17.6
2017/5/19,20
2017/5/20,22.1
2017/5/21,23.8
2017/5/22,23.2
2017/5/23,22.5
2017/5/24,22.2
2017/5/25,20.9
2017/5/26,18.8
2017/5/27,20.9
2017/5/28,20.9
2017/5/29,21.5
2017/5/30,23.3
2017/5/31,23.6
2017/6/1,21.5
2017/6/2,23
2017/6/3,21.4
2017/6/4,21
2017/6/5,19.6
2017/6/6,19.6
2017/6/7,20.3
2017/6/8,22
2017/6/9,23.1
2017/6/10,24.6
2017/6/11,21.7
2017/6/12,20.5
2017/6/13,16.9
2017/6/14,19.3
2017/6/15,21.3
2017/6/16,22.4
2017/6/17,22.3
2017/6/18,19.5
2017/6/19,22.6
2017/6/20,22.7
2017/6/21,22.4
2017/6/22,24
2017/6/23,24.6
2017/6/24,24.6
2017/6/25,22.3
2017/6/26,23.1
2017/6/27,23.2
2017/6/28,22.4
2017/6/29,24.6
2017/6/30,23.8
2017/7/1,23.4
2017/7/2,25.7
2017/7/3,28.3
2017/7/4,26.8
2017/7/5,26.3
2017/7/6,26.2
2017/7/7,27
2017/7/8,27.9
2017/7/9,27.3
2017/7/10,27.4
2017/7/11,27.7
2017/7/12,28.9
2017/7/13,28.5
2017/7/14,28.2
2017/7/15,28.1
2017/7/16,28.9
2017/7/17,29.7
2017/7/18,26.3
2017/7/19,26.5
2017/7/20,28.2
2017/7/21,29.1
2017/7/22,28.7
2017/7/23,27.3
2017/7/24,29.1
2017/7/25,29.4
2017/7/26,24.6
2017/7/27,24.2
2017/7/28,26.8
2017/7/29,26.8
2017/7/30,25.6
2017/7/31,28
2017/8/1,26.3
2017/8/2,22.9
2017/8/3,24.3
2017/8/4,25.6
2017/8/5,27.8
2017/8/6,29
2017/8/7,28.7
2017/8/8,29.3
2017/8/9,30
2017/8/10,25.7
2017/8/11,22.9
2017/8/12,24.1
2017/8/13,26.9
2017/8/14,24.4
2017/8/15,23.7
2017/8/16,21.9
2017/8/17,24.2
2017/8/18,26.5
2017/8/19,26
2017/8/20,25.3
2017/8/21,27
2017/8/22,27.8
2017/8/23,29.4
2017/8/24,29.9
2017/8/25,30.4
2017/8/26,28.9
2017/8/27,26.6
2017/8/28,26.4
2017/8/29,28.7
2017/8/30,27.7
2017/8/31,21.6
2017/9/1,21.8
2017/9/2,20
2017/9/3,22.2
2017/9/4,20.6
2017/9/5,23
2017/9/6,21.6
2017/9/7,22.1
2017/9/8,23.8
2017/9/9,24.5
2017/9/10,25.3
2017/9/11,25.8
2017/9/12,24.8
2017/9/13,26.2
2017/9/14,25.7
2017/9/15,23.9
2017/9/16,20.5
2017/9/17,19
2017/9/18,27
2017/9/19,24.6
2017/9/20,23.3
2017/9/21,24.2
2017/9/22,21.9
2017/9/23,20.1
2017/9/24,21.9
2017/9/25,23.7
2017/9/26,23.8
2017/9/27,23.7
2017/9/28,19.2
2017/9/29,19.9
2017/9/30,20.1
2017/10/1,20.9
2017/10/2,22.3
2017/10/3,22.1
2017/10/4,18.3
2017/10/5,16.9
2017/10/6,15.7
2017/10/7,18
2017/10/8,20.9
2017/10/9,21
2017/10/10,22.8
2017/10/11,21.2
2017/10/12,23.1
2017/10/13,15.9
2017/10/14,14.6
2017/10/15,15
2017/10/16,12.7
2017/10/17,13.3
2017/10/18,14.5
2017/10/19,11
2017/10/20,14.3
2017/10/21,16.4
2017/10/22,17.4
2017/10/23,19
2017/10/24,15.1
2017/10/25,12.8
2017/10/26,14.4
2017/10/27,15.1
2017/10/28,14.4
2017/10/29,14.5
2017/10/30,15.3
2017/10/31,12.7
2017/11/1,13.1
2017/11/2,15.3
2017/11/3,16.2
2017/11/4,16.1
2017/11/5,13.3
2017/11/6,13.6
2017/11/7,15.5
2017/11/8,14.6
2017/11/9,14.4
2017/11/10,12.9
2017/11/11,16.4
2017/11/12,12
2017/11/13,11.8
2017/11/14,11.9
2017/11/15,12.8
2017/11/16,11.6
2017/11/17,9.9
2017/11/18,10.7
2017/11/19,8.6
2017/11/20,6.4
2017/11/21,7.9
2017/11/22,7.1
2017/11/23,9.4
2017/11/24,9.4
2017/11/25,9.1
2017/11/26,11.6
2017/11/27,11.4
2017/11/28,11.6
2017/11/29,12.7
2017/11/30,11
2017/12/1,8.5
2017/12/2,7.6
2017/12/3,8.2
2017/12/4,8.8
2017/12/5,9.2